Linux 5.4.0-65-generic (wenxin-ThinkPad-X1-Carbon-4th) 	02/25/2021 	_x86_64_	(4 CPU)

04:49:39 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:51:05 PM  1000     25467   10.00    1.00    0.00    0.00   11.00     0  nodelet
04:51:06 PM  1000     25467   13.00    0.00    0.00    0.00   13.00     2  nodelet
04:51:07 PM  1000     25467   12.00    0.00    0.00    0.00   12.00     2  nodelet
04:51:08 PM  1000     25467   12.00    0.00    0.00    0.00   12.00     0  nodelet
04:51:09 PM  1000     25467    8.00    0.00    0.00    0.00    8.00     2  nodelet
04:51:10 PM  1000     25467    7.00    1.00    0.00    0.00    8.00     0  nodelet
04:51:11 PM  1000     25467    8.00    0.00    0.00    0.00    8.00     0  nodelet
04:51:12 PM  1000     25467    1.00    0.00    0.00    0.00    1.00     2  nodelet
04:51:13 PM  1000     25467    0.00    0.00    0.00    0.00    0.00     2  nodelet
04:51:14 PM  1000     25467    0.00    0.00    0.00    0.00    0.00     2  nodelet

Average:     1000     25467    9.25    0.48    0.00    0.00    9.74     -  nodelet
