Linux 5.4.0-65-generic (wenxin-ThinkPad-X1-Carbon-4th) 	02/27/2021 	_x86_64_	(4 CPU)

02:44:15 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:44:47 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     1  vins_node
02:44:48 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     2  vins_node
02:44:49 PM  1000      8064   88.00   20.00    0.00    0.00  100.00     0  vins_node
02:44:50 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     3  vins_node
02:44:51 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     1  vins_node
02:44:52 PM  1000      8064  100.00   16.00    0.00    0.00  100.00     1  vins_node
02:44:53 PM  1000      8064  100.00   16.00    0.00    0.00  100.00     1  vins_node
02:44:54 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     3  vins_node
02:44:55 PM  1000      8064  100.00   22.00    0.00    0.00  100.00     3  vins_node
02:44:56 PM  1000      8064  100.00   16.00    0.00    0.00  100.00     0  vins_node
02:44:57 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     2  vins_node
02:44:58 PM  1000      8064  100.00   18.00    0.00    0.00  100.00     1  vins_node
02:44:59 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     3  vins_node
02:45:00 PM  1000      8064  100.00   18.00    0.00    0.00  100.00     2  vins_node
02:45:01 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     2  vins_node
02:45:02 PM  1000      8064  100.00   18.00    0.00    0.00  100.00     0  vins_node
02:45:03 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     3  vins_node
02:45:04 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     2  vins_node
02:45:05 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     3  vins_node
02:45:06 PM  1000      8064  100.00   18.00    0.00    0.00  100.00     1  vins_node
02:45:07 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     0  vins_node
02:45:08 PM  1000      8064  100.00   18.00    0.00    0.00  100.00     0  vins_node
02:45:09 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     1  vins_node
02:45:10 PM  1000      8064   92.00   22.00    0.00    0.00  100.00     0  vins_node
02:45:11 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     1  vins_node
02:45:12 PM  1000      8064   92.00   13.00    0.00    0.00  100.00     0  vins_node
02:45:13 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     3  vins_node
02:45:14 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     0  vins_node
02:45:15 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     2  vins_node
02:45:16 PM  1000      8064  100.00   19.00    0.00    0.00  100.00     0  vins_node
02:45:17 PM  1000      8064  100.00   11.00    0.00    0.00  100.00     3  vins_node
02:45:18 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     0  vins_node
02:45:19 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     0  vins_node
02:45:20 PM  1000      8064  100.00   14.00    0.00    0.00  100.00     1  vins_node
02:45:21 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     2  vins_node
02:45:22 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     1  vins_node
02:45:23 PM  1000      8064   91.00   16.00    0.00    0.00  100.00     3  vins_node
02:45:24 PM  1000      8064  100.00   16.00    0.00    0.00  100.00     1  vins_node
02:45:25 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     1  vins_node
02:45:26 PM  1000      8064  100.00   19.00    0.00    1.00  100.00     1  vins_node
02:45:27 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     1  vins_node
02:45:28 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     0  vins_node
02:45:29 PM  1000      8064  100.00   18.00    0.00    0.00  100.00     2  vins_node
02:45:30 PM  1000      8064   94.00   18.00    0.00    0.00  100.00     2  vins_node
02:45:31 PM  1000      8064   97.00   20.00    0.00    0.00  100.00     1  vins_node
02:45:32 PM  1000      8064  100.00   14.00    0.00    0.00  100.00     1  vins_node
02:45:33 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     0  vins_node
02:45:34 PM  1000      8064  100.00   12.00    0.00    0.00  100.00     3  vins_node
02:45:35 PM  1000      8064  100.00   16.00    0.00    0.00  100.00     2  vins_node
02:45:36 PM  1000      8064  100.00   14.00    0.00    0.00  100.00     3  vins_node
02:45:37 PM  1000      8064  100.00   14.00    0.00    0.00  100.00     1  vins_node
02:45:38 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     3  vins_node
02:45:39 PM  1000      8064  100.00   14.00    0.00    0.00  100.00     0  vins_node
02:45:40 PM  1000      8064  100.00   15.00    0.00    0.00  100.00     0  vins_node
02:45:41 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     1  vins_node
02:45:42 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     2  vins_node
02:45:43 PM  1000      8064  100.00   17.00    0.00    0.00  100.00     0  vins_node
02:45:44 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     2  vins_node
02:45:45 PM  1000      8064  100.00   15.00    0.00    1.00  100.00     1  vins_node
02:45:46 PM  1000      8064  100.00   13.00    0.00    0.00  100.00     3  vins_node
02:45:47 PM  1000      8064  100.00   14.00    0.00    0.00  100.00     2  vins_node
02:45:48 PM  1000      8064   24.00    6.00    0.00    0.00   30.00     2  vins_node
02:45:49 PM  1000      8064    1.00    0.00    0.00    0.00    1.00     2  vins_node
02:45:50 PM  1000      8064    1.00    1.00    0.00    0.00    2.00     2  vins_node

Average:     1000      8064  100.00   13.80    0.00    0.03  100.00     -  vins_node
